Id,Date,ActivityHour,Calories
1503960366,17-04-2016,11:00:00 AM,63
1503960366,17-04-2016,12:00:00 PM,76
1503960366,17-04-2016,01:00:00 AM,83
1503960366,17-04-2016,02:00:00 AM,69
1503960366,17-04-2016,03:00:00 AM,73
1503960366,17-04-2016,04:00:00 AM,57
1503960366,17-04-2016,05:00:00 AM,174
1503960366,17-04-2016,06:00:00 AM,136
1503960366,17-04-2016,07:00:00 AM,95
1503960366,17-04-2016,08:00:00 AM,191
1503960366,17-04-2016,09:00:00 AM,79
1503960366,17-04-2016,10:00:00 AM,58
1503960366,17-04-2016,11:00:00 AM,50
1503960366,18-04-2016,12:00:00 PM,82
1503960366,18-04-2016,01:00:00 AM,48
1503960366,18-04-2016,02:00:00 AM,47
1503960366,18-04-2016,03:00:00 AM,47
1503960366,18-04-2016,04:00:00 AM,47
1503960366,18-04-2016,05:00:00 AM,47
1503960366,18-04-2016,06:00:00 AM,47
1503960366,18-04-2016,07:00:00 AM,47
1503960366,18-04-2016,08:00:00 AM,47
1503960366,18-04-2016,09:00:00 AM,133
1503960366,18-04-2016,10:00:00 AM,81
1503960366,18-04-2016,11:00:00 AM,73
1503960366,18-04-2016,12:00:00 PM,118
1503960366,18-04-2016,01:00:00 AM,70
1503960366,18-04-2016,02:00:00 AM,64
1503960366,18-04-2016,03:00:00 AM,80
1503960366,18-04-2016,04:00:00 AM,78
1503960366,18-04-2016,05:00:00 AM,79
1503960366,18-04-2016,06:00:00 AM,234
1503960366,18-04-2016,07:00:00 AM,157
1503960366,18-04-2016,08:00:00 AM,57
1503960366,18-04-2016,09:00:00 AM,68
1503960366,18-04-2016,10:00:00 AM,86
1503960366,18-04-2016,11:00:00 AM,83
1503960366,19-04-2016,12:00:00 PM,47
1503960366,19-04-2016,01:00:00 AM,49
1503960366,19-04-2016,02:00:00 AM,47
1503960366,19-04-2016,03:00:00 AM,50
1503960366,19-04-2016,04:00:00 AM,47
1503960366,19-04-2016,05:00:00 AM,47
1503960366,19-04-2016,06:00:00 AM,49
1503960366,19-04-2016,07:00:00 AM,75
1503960366,19-04-2016,08:00:00 AM,130
1503960366,19-04-2016,09:00:00 AM,79
1503960366,19-04-2016,10:00:00 AM,75
1503960366,19-04-2016,11:00:00 AM,72
1503960366,19-04-2016,12:00:00 PM,143
1503960366,19-04-2016,01:00:00 AM,171
1503960366,19-04-2016,02:00:00 AM,76
1503960366,19-04-2016,03:00:00 AM,72
1503960366,19-04-2016,04:00:00 AM,71
1503960366,19-04-2016,05:00:00 AM,90
1503960366,19-04-2016,06:00:00 AM,120
1503960366,19-04-2016,07:00:00 AM,93
1503960366,19-04-2016,08:00:00 AM,159
1503960366,19-04-2016,09:00:00 AM,94
1503960366,19-04-2016,10:00:00 AM,58
1503960366,19-04-2016,11:00:00 AM,120
1503960366,20-04-2016,12:00:00 PM,54
1503960366,20-04-2016,01:00:00 AM,53
1503960366,20-04-2016,02:00:00 AM,47
1503960366,20-04-2016,03:00:00 AM,48
1503960366,20-04-2016,04:00:00 AM,48
1503960366,20-04-2016,05:00:00 AM,47
1503960366,20-04-2016,06:00:00 AM,48
1503960366,20-04-2016,07:00:00 AM,51
1503960366,20-04-2016,08:00:00 AM,70
1503960366,20-04-2016,09:00:00 AM,144
1503960366,20-04-2016,10:00:00 AM,79
1503960366,20-04-2016,11:00:00 AM,58
1503960366,20-04-2016,12:00:00 PM,64
1503960366,20-04-2016,01:00:00 AM,61
1503960366,20-04-2016,02:00:00 AM,113
1503960366,20-04-2016,03:00:00 AM,97
1503960366,20-04-2016,04:00:00 AM,70
1503960366,20-04-2016,05:00:00 AM,57
1503960366,20-04-2016,06:00:00 AM,114
1503960366,20-04-2016,07:00:00 AM,117
1503960366,20-04-2016,08:00:00 AM,80
1503960366,20-04-2016,09:00:00 AM,83
1503960366,20-04-2016,10:00:00 AM,62
1503960366,20-04-2016,11:00:00 AM,120
1503960366,21-04-2016,12:00:00 PM,54
1503960366,21-04-2016,01:00:00 AM,61
1503960366,21-04-2016,02:00:00 AM,55
1503960366,21-04-2016,03:00:00 AM,48
1503960366,21-04-2016,04:00:00 AM,47
1503960366,21-04-2016,05:00:00 AM,47
1503960366,21-04-2016,06:00:00 AM,48
1503960366,21-04-2016,07:00:00 AM,52
1503960366,21-04-2016,08:00:00 AM,71
1503960366,21-04-2016,09:00:00 AM,133
1503960366,21-04-2016,10:00:00 AM,77
1503960366,21-04-2016,11:00:00 AM,55
1503960366,21-04-2016,12:00:00 PM,73
1503960366,21-04-2016,01:00:00 AM,113
1503960366,21-04-2016,02:00:00 AM,58
1503960366,21-04-2016,03:00:00 AM,68
1503960366,21-04-2016,04:00:00 AM,60
1503960366,21-04-2016,05:00:00 AM,60
1503960366,21-04-2016,06:00:00 AM,69
1503960366,21-04-2016,07:00:00 AM,64
1503960366,21-04-2016,08:00:00 AM,213
1503960366,21-04-2016,09:00:00 AM,104
1503960366,21-04-2016,10:00:00 AM,63
1503960366,21-04-2016,11:00:00 AM,84
1503960366,22-04-2016,12:00:00 PM,47
1503960366,22-04-2016,01:00:00 AM,47
1503960366,22-04-2016,02:00:00 AM,47
1503960366,22-04-2016,03:00:00 AM,47
1503960366,22-04-2016,04:00:00 AM,47
1503960366,22-04-2016,05:00:00 AM,47
1503960366,22-04-2016,06:00:00 AM,47
1503960366,22-04-2016,07:00:00 AM,47
1503960366,22-04-2016,08:00:00 AM,47
1503960366,22-04-2016,09:00:00 AM,65
1503960366,22-04-2016,10:00:00 AM,54
1503960366,22-04-2016,11:00:00 AM,102
1503960366,22-04-2016,12:00:00 PM,57
1503960366,22-04-2016,01:00:00 AM,60
1503960366,22-04-2016,02:00:00 AM,54
1503960366,22-04-2016,03:00:00 AM,66
1503960366,22-04-2016,04:00:00 AM,58
1503960366,22-04-2016,05:00:00 AM,104
1503960366,22-04-2016,06:00:00 AM,87
1503960366,22-04-2016,07:00:00 AM,82
1503960366,22-04-2016,08:00:00 AM,71
1503960366,22-04-2016,09:00:00 AM,311
1503960366,22-04-2016,10:00:00 AM,95
1503960366,22-04-2016,11:00:00 AM,136
1503960366,23-04-2016,12:00:00 PM,63
1503960366,23-04-2016,01:00:00 AM,47
1503960366,23-04-2016,02:00:00 AM,49
1503960366,23-04-2016,03:00:00 AM,47
1503960366,23-04-2016,04:00:00 AM,47
1503960366,23-04-2016,05:00:00 AM,48
1503960366,23-04-2016,06:00:00 AM,50
1503960366,23-04-2016,07:00:00 AM,48
1503960366,23-04-2016,08:00:00 AM,59
1503960366,23-04-2016,09:00:00 AM,75
1503960366,23-04-2016,10:00:00 AM,56
1503960366,23-04-2016,11:00:00 AM,84
1503960366,23-04-2016,12:00:00 PM,129
1503960366,23-04-2016,01:00:00 AM,129
1503960366,23-04-2016,02:00:00 AM,78
1503960366,23-04-2016,03:00:00 AM,73
1503960366,23-04-2016,04:00:00 AM,140
1503960366,23-04-2016,05:00:00 AM,121
1503960366,23-04-2016,06:00:00 AM,173
1503960366,23-04-2016,07:00:00 AM,51
1503960366,23-04-2016,08:00:00 AM,63
1503960366,23-04-2016,09:00:00 AM,162
1503960366,23-04-2016,10:00:00 AM,96
1503960366,23-04-2016,11:00:00 AM,60
1503960366,24-04-2016,12:00:00 PM,66
1503960366,24-04-2016,01:00:00 AM,54
1503960366,24-04-2016,02:00:00 AM,48
1503960366,24-04-2016,03:00:00 AM,48
1503960366,24-04-2016,04:00:00 AM,49
1503960366,24-04-2016,05:00:00 AM,48
1503960366,24-04-2016,06:00:00 AM,49
1503960366,24-04-2016,07:00:00 AM,47
1503960366,24-04-2016,08:00:00 AM,49
1503960366,24-04-2016,09:00:00 AM,59
1503960366,24-04-2016,10:00:00 AM,90
1503960366,24-04-2016,11:00:00 AM,67
1503960366,24-04-2016,12:00:00 PM,82
1503960366,24-04-2016,01:00:00 AM,74
1503960366,24-04-2016,02:00:00 AM,52
1503960366,24-04-2016,03:00:00 AM,52
1503960366,24-04-2016,04:00:00 AM,102
1503960366,24-04-2016,05:00:00 AM,86
1503960366,24-04-2016,06:00:00 AM,115
1503960366,24-04-2016,07:00:00 AM,270
1503960366,24-04-2016,08:00:00 AM,76
1503960366,24-04-2016,09:00:00 AM,74
1503960366,24-04-2016,10:00:00 AM,61
1503960366,24-04-2016,11:00:00 AM,72
1503960366,25-04-2016,12:00:00 PM,62
1503960366,25-04-2016,01:00:00 AM,53
1503960366,25-04-2016,02:00:00 AM,57
1503960366,25-04-2016,03:00:00 AM,47
1503960366,25-04-2016,04:00:00 AM,50
1503960366,25-04-2016,05:00:00 AM,49
1503960366,25-04-2016,06:00:00 AM,47
1503960366,25-04-2016,07:00:00 AM,52
1503960366,25-04-2016,08:00:00 AM,83
1503960366,25-04-2016,09:00:00 AM,146
1503960366,25-04-2016,10:00:00 AM,73
1503960366,25-04-2016,11:00:00 AM,121
1503960366,25-04-2016,12:00:00 PM,92
1503960366,25-04-2016,01:00:00 AM,75
1503960366,25-04-2016,02:00:00 AM,62
1503960366,25-04-2016,03:00:00 AM,76
1503960366,25-04-2016,04:00:00 AM,71
1503960366,25-04-2016,05:00:00 AM,67
1503960366,25-04-2016,06:00:00 AM,61
1503960366,25-04-2016,07:00:00 AM,182
1503960366,25-04-2016,08:00:00 AM,95
1503960366,25-04-2016,09:00:00 AM,267
1503960366,25-04-2016,10:00:00 AM,68
1503960366,25-04-2016,11:00:00 AM,54
1503960366,26-04-2016,12:00:00 PM,56
1503960366,26-04-2016,01:00:00 AM,66
1503960366,26-04-2016,02:00:00 AM,51
1503960366,26-04-2016,03:00:00 AM,64
1503960366,26-04-2016,04:00:00 AM,48
1503960366,26-04-2016,05:00:00 AM,49
1503960366,26-04-2016,06:00:00 AM,48
1503960366,26-04-2016,07:00:00 AM,52
1503960366,26-04-2016,08:00:00 AM,67
1503960366,26-04-2016,09:00:00 AM,139
1503960366,26-04-2016,10:00:00 AM,92
1503960366,26-04-2016,11:00:00 AM,78
1503960366,26-04-2016,12:00:00 PM,74
1503960366,26-04-2016,01:00:00 AM,126
1503960366,26-04-2016,02:00:00 AM,142
1503960366,26-04-2016,03:00:00 AM,74
1503960366,26-04-2016,04:00:00 AM,93
1503960366,26-04-2016,05:00:00 AM,60
1503960366,26-04-2016,06:00:00 AM,169
1503960366,26-04-2016,07:00:00 AM,73
1503960366,26-04-2016,08:00:00 AM,127
1503960366,26-04-2016,09:00:00 AM,79
1503960366,26-04-2016,10:00:00 AM,66
1503960366,26-04-2016,11:00:00 AM,80
1503960366,27-04-2016,12:00:00 PM,68
1503960366,27-04-2016,01:00:00 AM,59
1503960366,27-04-2016,02:00:00 AM,53
1503960366,27-04-2016,03:00:00 AM,47
1503960366,27-04-2016,04:00:00 AM,47
1503960366,27-04-2016,05:00:00 AM,47
1503960366,27-04-2016,06:00:00 AM,47
1503960366,27-04-2016,07:00:00 AM,47
1503960366,27-04-2016,08:00:00 AM,47
1503960366,27-04-2016,09:00:00 AM,149
1503960366,27-04-2016,10:00:00 AM,93
1503960366,27-04-2016,11:00:00 AM,100
1503960366,27-04-2016,12:00:00 PM,89
1503960366,27-04-2016,01:00:00 AM,76
1503960366,27-04-2016,02:00:00 AM,150
1503960366,27-04-2016,03:00:00 AM,63
1503960366,27-04-2016,04:00:00 AM,64
1503960366,27-04-2016,05:00:00 AM,73
1503960366,27-04-2016,06:00:00 AM,178
1503960366,27-04-2016,07:00:00 AM,318
1503960366,27-04-2016,08:00:00 AM,174
1503960366,27-04-2016,09:00:00 AM,76
1503960366,27-04-2016,10:00:00 AM,47
1503960366,27-04-2016,11:00:00 AM,47
1503960366,28-04-2016,12:00:00 PM,47
1503960366,28-04-2016,01:00:00 AM,62
1503960366,28-04-2016,02:00:00 AM,48
1503960366,28-04-2016,03:00:00 AM,47
1503960366,28-04-2016,04:00:00 AM,48
1503960366,28-04-2016,05:00:00 AM,47
1503960366,28-04-2016,06:00:00 AM,48
1503960366,28-04-2016,07:00:00 AM,49
1503960366,28-04-2016,08:00:00 AM,63
1503960366,28-04-2016,09:00:00 AM,116
1503960366,28-04-2016,10:00:00 AM,105
1503960366,28-04-2016,11:00:00 AM,73
1503960366,28-04-2016,12:00:00 PM,78
1503960366,28-04-2016,01:00:00 AM,108
1503960366,28-04-2016,02:00:00 AM,124
1503960366,28-04-2016,03:00:00 AM,61
1503960366,28-04-2016,04:00:00 AM,81
1503960366,28-04-2016,05:00:00 AM,72
1503960366,28-04-2016,06:00:00 AM,138
1503960366,28-04-2016,07:00:00 AM,56
1503960366,28-04-2016,08:00:00 AM,151
1503960366,28-04-2016,09:00:00 AM,103
1503960366,28-04-2016,10:00:00 AM,55
1503960366,28-04-2016,11:00:00 AM,121
1503960366,29-04-2016,12:00:00 PM,65
1503960366,29-04-2016,01:00:00 AM,49
1503960366,29-04-2016,02:00:00 AM,54
1503960366,29-04-2016,03:00:00 AM,47
1503960366,29-04-2016,04:00:00 AM,47
1503960366,29-04-2016,05:00:00 AM,48
1503960366,29-04-2016,06:00:00 AM,47
1503960366,29-04-2016,07:00:00 AM,52
1503960366,29-04-2016,08:00:00 AM,67
1503960366,29-04-2016,09:00:00 AM,142
1503960366,29-04-2016,10:00:00 AM,60
1503960366,29-04-2016,11:00:00 AM,60
1503960366,29-04-2016,12:00:00 PM,65
1503960366,29-04-2016,01:00:00 AM,62
1503960366,29-04-2016,02:00:00 AM,136
1503960366,29-04-2016,03:00:00 AM,110
1503960366,29-04-2016,04:00:00 AM,73
1503960366,29-04-2016,05:00:00 AM,75
1503960366,29-04-2016,06:00:00 AM,60
1503960366,29-04-2016,07:00:00 AM,71
1503960366,29-04-2016,08:00:00 AM,80
1503960366,29-04-2016,09:00:00 AM,118
1503960366,29-04-2016,10:00:00 AM,111
1503960366,29-04-2016,11:00:00 AM,140
1503960366,30-04-2016,12:00:00 PM,51
1503960366,30-04-2016,01:00:00 AM,57
1503960366,30-04-2016,02:00:00 AM,47
1503960366,30-04-2016,03:00:00 AM,49
1503960366,30-04-2016,04:00:00 AM,47
1503960366,30-04-2016,05:00:00 AM,48
1503960366,30-04-2016,06:00:00 AM,48
1503960366,30-04-2016,07:00:00 AM,48
1503960366,30-04-2016,08:00:00 AM,52
1503960366,30-04-2016,09:00:00 AM,64
1503960366,30-04-2016,10:00:00 AM,72
1503960366,30-04-2016,11:00:00 AM,62
1503960366,30-04-2016,12:00:00 PM,58
1503960366,30-04-2016,01:00:00 AM,65
1503960366,30-04-2016,02:00:00 AM,85
1503960366,30-04-2016,03:00:00 AM,94
1503960366,30-04-2016,04:00:00 AM,203
1503960366,30-04-2016,05:00:00 AM,160
1503960366,30-04-2016,06:00:00 AM,159
1503960366,30-04-2016,07:00:00 AM,60
1503960366,30-04-2016,08:00:00 AM,62
1503960366,30-04-2016,09:00:00 AM,96
1503960366,30-04-2016,10:00:00 AM,144
1503960366,30-04-2016,11:00:00 AM,116
1503960366,01-05-2016,12:00:00 AM,64
1503960366,01-05-2016,01:00:00 AM,60
1503960366,01-05-2016,02:00:00 AM,50
1503960366,01-05-2016,03:00:00 AM,48
1503960366,01-05-2016,04:00:00 AM,47
1503960366,01-05-2016,05:00:00 AM,48
1503960366,01-05-2016,06:00:00 AM,47
1503960366,01-05-2016,07:00:00 AM,52
1503960366,01-05-2016,08:00:00 AM,56
1503960366,01-05-2016,09:00:00 AM,67
1503960366,01-05-2016,10:00:00 AM,61
1503960366,01-05-2016,11:00:00 AM,65
1503960366,01-05-2016,12:00:00 PM,66
1503960366,01-05-2016,01:00:00 PM,57
1503960366,01-05-2016,02:00:00 PM,91
1503960366,01-05-2016,03:00:00 PM,81
1503960366,01-05-2016,04:00:00 PM,97
1503960366,01-05-2016,05:00:00 PM,108
1503960366,01-05-2016,06:00:00 PM,159
1503960366,01-05-2016,07:00:00 PM,71
1503960366,01-05-2016,08:00:00 PM,59
1503960366,01-05-2016,09:00:00 PM,86
1503960366,01-05-2016,10:00:00 PM,127
1503960366,01-05-2016,11:00:00 PM,161
1503960366,02-05-2016,12:00:00 AM,50
1503960366,02-05-2016,01:00:00 AM,59
1503960366,02-05-2016,02:00:00 AM,47
1503960366,02-05-2016,03:00:00 AM,49
1503960366,02-05-2016,04:00:00 AM,47
1503960366,02-05-2016,05:00:00 AM,47
1503960366,02-05-2016,06:00:00 AM,47
1503960366,02-05-2016,07:00:00 AM,51
1503960366,02-05-2016,08:00:00 AM,68
1503960366,02-05-2016,09:00:00 AM,142
1503960366,02-05-2016,10:00:00 AM,82
1503960366,02-05-2016,11:00:00 AM,78
1503960366,02-05-2016,12:00:00 PM,153
1503960366,02-05-2016,01:00:00 PM,107
1503960366,02-05-2016,02:00:00 PM,75
1503960366,02-05-2016,03:00:00 PM,76
1503960366,02-05-2016,04:00:00 PM,88
1503960366,02-05-2016,05:00:00 PM,73
1503960366,02-05-2016,06:00:00 PM,68
1503960366,02-05-2016,07:00:00 PM,73
1503960366,02-05-2016,08:00:00 PM,231
1503960366,02-05-2016,09:00:00 PM,119
1503960366,02-05-2016,10:00:00 PM,106
1503960366,02-05-2016,11:00:00 PM,80
1503960366,03-05-2016,12:00:00 AM,54
1503960366,03-05-2016,01:00:00 AM,58
1503960366,03-05-2016,02:00:00 AM,49
1503960366,03-05-2016,03:00:00 AM,57
1503960366,03-05-2016,04:00:00 AM,47
1503960366,03-05-2016,05:00:00 AM,47
1503960366,03-05-2016,06:00:00 AM,50
1503960366,03-05-2016,07:00:00 AM,51
1503960366,03-05-2016,08:00:00 AM,64
1503960366,03-05-2016,09:00:00 AM,114
1503960366,03-05-2016,10:00:00 AM,99
1503960366,03-05-2016,11:00:00 AM,74
1503960366,03-05-2016,12:00:00 PM,81
1503960366,03-05-2016,01:00:00 PM,83
1503960366,03-05-2016,02:00:00 PM,88
1503960366,03-05-2016,03:00:00 PM,136
1503960366,03-05-2016,04:00:00 PM,103
1503960366,03-05-2016,05:00:00 PM,89
1503960366,03-05-2016,06:00:00 PM,191
1503960366,03-05-2016,07:00:00 PM,58
1503960366,03-05-2016,08:00:00 PM,50
1503960366,03-05-2016,09:00:00 PM,109
1503960366,03-05-2016,10:00:00 PM,163
1503960366,03-05-2016,11:00:00 PM,77
1503960366,04-05-2016,12:00:00 AM,79
1503960366,04-05-2016,01:00:00 AM,53
1503960366,04-05-2016,02:00:00 AM,47
1503960366,04-05-2016,03:00:00 AM,47
1503960366,04-05-2016,04:00:00 AM,47
1503960366,04-05-2016,05:00:00 AM,47
1503960366,04-05-2016,06:00:00 AM,47
1503960366,04-05-2016,07:00:00 AM,47
1503960366,04-05-2016,08:00:00 AM,53
1503960366,04-05-2016,09:00:00 AM,125
1503960366,04-05-2016,10:00:00 AM,87
1503960366,04-05-2016,11:00:00 AM,65
1503960366,04-05-2016,12:00:00 PM,75
1503960366,04-05-2016,01:00:00 PM,76
1503960366,04-05-2016,02:00:00 PM,152
1503960366,04-05-2016,03:00:00 PM,65
1503960366,04-05-2016,04:00:00 PM,64
1503960366,04-05-2016,05:00:00 PM,71
1503960366,04-05-2016,06:00:00 PM,145
1503960366,04-05-2016,07:00:00 PM,78
1503960366,04-05-2016,08:00:00 PM,124
1503960366,04-05-2016,09:00:00 PM,110
1503960366,04-05-2016,10:00:00 PM,63
1503960366,04-05-2016,11:00:00 PM,52
1503960366,05-05-2016,12:00:00 AM,56
1503960366,05-05-2016,01:00:00 AM,58
1503960366,05-05-2016,02:00:00 AM,52
1503960366,05-05-2016,03:00:00 AM,47
1503960366,05-05-2016,04:00:00 AM,53
1503960366,05-05-2016,05:00:00 AM,47
1503960366,05-05-2016,06:00:00 AM,49
1503960366,05-05-2016,07:00:00 AM,51
1503960366,05-05-2016,08:00:00 AM,61
1503960366,05-05-2016,09:00:00 AM,131
1503960366,05-05-2016,10:00:00 AM,78
1503960366,05-05-2016,11:00:00 AM,59
1503960366,05-05-2016,12:00:00 PM,75
1503960366,05-05-2016,01:00:00 PM,110
1503960366,05-05-2016,02:00:00 PM,75
1503960366,05-05-2016,03:00:00 PM,72
1503960366,05-05-2016,04:00:00 PM,102
1503960366,05-05-2016,05:00:00 PM,154
1503960366,05-05-2016,06:00:00 PM,95
1503960366,05-05-2016,07:00:00 PM,82
1503960366,05-05-2016,08:00:00 PM,79
1503960366,05-05-2016,09:00:00 PM,219
1503960366,05-05-2016,10:00:00 PM,95
1503960366,05-05-2016,11:00:00 PM,60
1503960366,06-05-2016,12:00:00 AM,68
1503960366,06-05-2016,01:00:00 AM,51
1503960366,06-05-2016,02:00:00 AM,57
1503960366,06-05-2016,03:00:00 AM,47
1503960366,06-05-2016,04:00:00 AM,48
1503960366,06-05-2016,05:00:00 AM,47
1503960366,06-05-2016,06:00:00 AM,48
1503960366,06-05-2016,07:00:00 AM,51
1503960366,06-05-2016,08:00:00 AM,63
1503960366,06-05-2016,09:00:00 AM,134
1503960366,06-05-2016,10:00:00 AM,85
1503960366,06-05-2016,11:00:00 AM,65
1503960366,06-05-2016,12:00:00 PM,72
1503960366,06-05-2016,01:00:00 PM,66
1503960366,06-05-2016,02:00:00 PM,83
1503960366,06-05-2016,03:00:00 PM,104
1503960366,06-05-2016,04:00:00 PM,78
1503960366,06-05-2016,05:00:00 PM,73
1503960366,06-05-2016,06:00:00 PM,127
1503960366,06-05-2016,07:00:00 PM,172
1503960366,06-05-2016,08:00:00 PM,73
1503960366,06-05-2016,09:00:00 PM,83
1503960366,06-05-2016,10:00:00 PM,78
1503960366,06-05-2016,11:00:00 PM,124
1503960366,07-05-2016,12:00:00 AM,65
1503960366,07-05-2016,01:00:00 AM,48
1503960366,07-05-2016,02:00:00 AM,50
1503960366,07-05-2016,03:00:00 AM,47
1503960366,07-05-2016,04:00:00 AM,48
1503960366,07-05-2016,05:00:00 AM,47
1503960366,07-05-2016,06:00:00 AM,47
