Id,Date,ActivityHour,TotalIntensity,AverageIntensity
1503960366,18-04-2016,09:00:00 AM,11,0.183333
1503960366,18-04-2016,10:00:00 AM,19,0.316667
1503960366,18-04-2016,11:00:00 AM,18,0.3
1503960366,19-04-2016,12:00:00 PM,0,0
1503960366,19-04-2016,01:00:00 AM,1,0.016667
1503960366,19-04-2016,02:00:00 AM,0,0
1503960366,19-04-2016,03:00:00 AM,2,0.033333
1503960366,19-04-2016,04:00:00 AM,0,0
1503960366,19-04-2016,05:00:00 AM,0,0
1503960366,19-04-2016,06:00:00 AM,1,0.016667
1503960366,19-04-2016,07:00:00 AM,19,0.316667
1503960366,19-04-2016,08:00:00 AM,38,0.633333
1503960366,19-04-2016,09:00:00 AM,16,0.266667
1503960366,19-04-2016,10:00:00 AM,16,0.266667
1503960366,19-04-2016,11:00:00 AM,13,0.216667
1503960366,19-04-2016,12:00:00 PM,61,1.016667
1503960366,19-04-2016,01:00:00 AM,65,1.083333
1503960366,19-04-2016,02:00:00 AM,12,0.2
1503960366,19-04-2016,03:00:00 AM,12,0.2
1503960366,19-04-2016,04:00:00 AM,9,0.15
1503960366,19-04-2016,05:00:00 AM,13,0.216667
1503960366,19-04-2016,06:00:00 AM,30,0.5
1503960366,19-04-2016,07:00:00 AM,31,0.516667
1503960366,19-04-2016,08:00:00 AM,69,1.15
1503960366,19-04-2016,09:00:00 AM,16,0.266667
1503960366,19-04-2016,10:00:00 AM,4,0.066667
1503960366,19-04-2016,11:00:00 AM,48,0.8
1503960366,20-04-2016,12:00:00 PM,2,0.033333
1503960366,20-04-2016,01:00:00 AM,2,0.033333
1503960366,20-04-2016,02:00:00 AM,0,0
1503960366,20-04-2016,03:00:00 AM,0,0
1503960366,20-04-2016,04:00:00 AM,0,0
1503960366,20-04-2016,05:00:00 AM,0,0
1503960366,20-04-2016,06:00:00 AM,0,0
1503960366,20-04-2016,07:00:00 AM,3,0.05
1503960366,20-04-2016,08:00:00 AM,14,0.233333
1503960366,20-04-2016,09:00:00 AM,50,0.833333
1503960366,20-04-2016,10:00:00 AM,13,0.216667
1503960366,20-04-2016,11:00:00 AM,1,0.016667
1503960366,20-04-2016,12:00:00 PM,8,0.133333
1503960366,20-04-2016,01:00:00 AM,5,0.083333
1503960366,20-04-2016,02:00:00 AM,39,0.65
1503960366,20-04-2016,03:00:00 AM,21,0.35
1503960366,20-04-2016,04:00:00 AM,11,0.183333
1503960366,20-04-2016,05:00:00 AM,2,0.033333
1503960366,20-04-2016,06:00:00 AM,32,0.533333
1503960366,20-04-2016,07:00:00 AM,36,0.6
1503960366,20-04-2016,08:00:00 AM,12,0.2
1503960366,20-04-2016,09:00:00 AM,22,0.366667
1503960366,20-04-2016,10:00:00 AM,7,0.116667
1503960366,20-04-2016,11:00:00 AM,33,0.55
1503960366,21-04-2016,12:00:00 PM,2,0.033333
1503960366,21-04-2016,01:00:00 AM,8,0.133333
1503960366,21-04-2016,02:00:00 AM,5,0.083333
1503960366,21-04-2016,03:00:00 AM,0,0
1503960366,21-04-2016,04:00:00 AM,0,0
1503960366,21-04-2016,05:00:00 AM,0,0
1503960366,21-04-2016,06:00:00 AM,0,0
1503960366,21-04-2016,07:00:00 AM,3,0.05
1503960366,21-04-2016,08:00:00 AM,15,0.25
1503960366,21-04-2016,09:00:00 AM,26,0.433333
1503960366,21-04-2016,10:00:00 AM,16,0.266667
1503960366,21-04-2016,11:00:00 AM,0,0
1503960366,21-04-2016,12:00:00 PM,11,0.183333
1503960366,21-04-2016,01:00:00 AM,25,0.416667
1503960366,21-04-2016,02:00:00 AM,2,0.033333
1503960366,21-04-2016,03:00:00 AM,8,0.133333
1503960366,21-04-2016,04:00:00 AM,4,0.066667
1503960366,21-04-2016,05:00:00 AM,5,0.083333
1503960366,21-04-2016,06:00:00 AM,9,0.15
1503960366,21-04-2016,07:00:00 AM,8,0.133333
1503960366,21-04-2016,08:00:00 AM,92,1.533333
1503960366,21-04-2016,09:00:00 AM,21,0.35
1503960366,21-04-2016,10:00:00 AM,9,0.15
1503960366,21-04-2016,11:00:00 AM,15,0.25
1503960366,22-04-2016,12:00:00 PM,0,0
1503960366,22-04-2016,01:00:00 AM,0,0
1503960366,22-04-2016,02:00:00 AM,0,0
1503960366,22-04-2016,03:00:00 AM,0,0
1503960366,22-04-2016,04:00:00 AM,0,0
1503960366,22-04-2016,05:00:00 AM,0,0
1503960366,22-04-2016,06:00:00 AM,0,0
1503960366,22-04-2016,07:00:00 AM,0,0
1503960366,22-04-2016,08:00:00 AM,0,0
1503960366,22-04-2016,09:00:00 AM,13,0.216667
1503960366,22-04-2016,10:00:00 AM,2,0.033333
1503960366,22-04-2016,11:00:00 AM,34,0.566667
1503960366,22-04-2016,12:00:00 PM,2,0.033333
1503960366,22-04-2016,01:00:00 AM,4,0.066667
1503960366,22-04-2016,02:00:00 AM,0,0
1503960366,22-04-2016,03:00:00 AM,10,0.166667
1503960366,22-04-2016,04:00:00 AM,4,0.066667
1503960366,22-04-2016,05:00:00 AM,18,0.3
1503960366,22-04-2016,06:00:00 AM,23,0.383333
1503960366,22-04-2016,07:00:00 AM,16,0.266667
1503960366,22-04-2016,08:00:00 AM,13,0.216667
1503960366,22-04-2016,09:00:00 AM,159,2.65
1503960366,22-04-2016,10:00:00 AM,30,0.5
1503960366,22-04-2016,11:00:00 AM,54,0.9
1503960366,23-04-2016,12:00:00 PM,9,0.15
1503960366,23-04-2016,01:00:00 AM,0,0
1503960366,23-04-2016,02:00:00 AM,1,0.016667
1503960366,23-04-2016,03:00:00 AM,0,0
1503960366,23-04-2016,04:00:00 AM,0,0
1503960366,23-04-2016,05:00:00 AM,0,0
1503960366,23-04-2016,06:00:00 AM,2,0.033333
1503960366,23-04-2016,07:00:00 AM,0,0
1503960366,23-04-2016,08:00:00 AM,8,0.133333
1503960366,23-04-2016,09:00:00 AM,17,0.283333
1503960366,23-04-2016,10:00:00 AM,4,0.066667
1503960366,23-04-2016,11:00:00 AM,11,0.183333
1503960366,23-04-2016,12:00:00 PM,49,0.816667
1503960366,23-04-2016,01:00:00 AM,51,0.85
1503960366,23-04-2016,02:00:00 AM,20,0.333333
1503960366,23-04-2016,03:00:00 AM,15,0.25
1503960366,23-04-2016,04:00:00 AM,52,0.866667
1503960366,23-04-2016,05:00:00 AM,26,0.433333
1503960366,23-04-2016,06:00:00 AM,66,1.1
1503960366,23-04-2016,07:00:00 AM,2,0.033333
1503960366,23-04-2016,08:00:00 AM,9,0.15
1503960366,23-04-2016,09:00:00 AM,54,0.9
1503960366,23-04-2016,10:00:00 AM,25,0.416667
1503960366,23-04-2016,11:00:00 AM,6,0.1
1503960366,24-04-2016,12:00:00 PM,10,0.166667
1503960366,24-04-2016,01:00:00 AM,2,0.033333
1503960366,24-04-2016,02:00:00 AM,0,0
1503960366,24-04-2016,03:00:00 AM,0,0
1503960366,24-04-2016,04:00:00 AM,1,0.016667
1503960366,24-04-2016,05:00:00 AM,0,0
1503960366,24-04-2016,06:00:00 AM,1,0.016667
1503960366,24-04-2016,07:00:00 AM,0,0
1503960366,24-04-2016,08:00:00 AM,1,0.016667
1503960366,24-04-2016,09:00:00 AM,8,0.133333
1503960366,24-04-2016,10:00:00 AM,26,0.433333
1503960366,24-04-2016,11:00:00 AM,12,0.2
1503960366,24-04-2016,12:00:00 PM,12,0.2
1503960366,24-04-2016,01:00:00 AM,12,0.2
1503960366,24-04-2016,02:00:00 AM,1,0.016667
1503960366,24-04-2016,03:00:00 AM,2,0.033333
1503960366,24-04-2016,04:00:00 AM,29,0.483333
1503960366,24-04-2016,05:00:00 AM,25,0.416667
1503960366,24-04-2016,06:00:00 AM,40,0.666667
1503960366,24-04-2016,07:00:00 AM,131,2.183333
1503960366,24-04-2016,08:00:00 AM,18,0.3
1503960366,24-04-2016,09:00:00 AM,17,0.283333
1503960366,24-04-2016,10:00:00 AM,7,0.116667
1503960366,24-04-2016,11:00:00 AM,10,0.166667
1503960366,25-04-2016,12:00:00 PM,8,0.133333
1503960366,25-04-2016,01:00:00 AM,3,0.05
1503960366,25-04-2016,02:00:00 AM,6,0.1
1503960366,25-04-2016,03:00:00 AM,0,0
1503960366,25-04-2016,04:00:00 AM,2,0.033333
1503960366,25-04-2016,05:00:00 AM,1,0.016667
1503960366,25-04-2016,06:00:00 AM,0,0
1503960366,25-04-2016,07:00:00 AM,3,0.05
1503960366,25-04-2016,08:00:00 AM,22,0.366667
1503960366,25-04-2016,09:00:00 AM,46,0.766667
1503960366,25-04-2016,10:00:00 AM,12,0.2
1503960366,25-04-2016,11:00:00 AM,24,0.4
1503960366,25-04-2016,12:00:00 PM,19,0.316667
1503960366,25-04-2016,01:00:00 AM,13,0.216667
1503960366,25-04-2016,02:00:00 AM,5,0.083333
1503960366,25-04-2016,03:00:00 AM,13,0.216667
1503960366,25-04-2016,04:00:00 AM,10,0.166667
1503960366,25-04-2016,05:00:00 AM,8,0.133333
1503960366,25-04-2016,06:00:00 AM,6,0.1
1503960366,25-04-2016,07:00:00 AM,86,1.433333
1503960366,25-04-2016,08:00:00 AM,30,0.5
1503960366,25-04-2016,09:00:00 AM,132,2.2
1503960366,25-04-2016,10:00:00 AM,11,0.183333
1503960366,25-04-2016,11:00:00 AM,3,0.05
1503960366,26-04-2016,12:00:00 PM,4,0.066667
1503960366,26-04-2016,01:00:00 AM,11,0.183333
1503960366,26-04-2016,02:00:00 AM,0,0
1503960366,26-04-2016,03:00:00 AM,11,0.183333
1503960366,26-04-2016,04:00:00 AM,0,0
1503960366,26-04-2016,05:00:00 AM,1,0.016667
1503960366,26-04-2016,06:00:00 AM,0,0
1503960366,26-04-2016,07:00:00 AM,3,0.05
1503960366,26-04-2016,08:00:00 AM,13,0.216667
1503960366,26-04-2016,09:00:00 AM,31,0.516667
1503960366,26-04-2016,10:00:00 AM,22,0.366667
1503960366,26-04-2016,11:00:00 AM,17,0.283333
1503960366,26-04-2016,12:00:00 PM,10,0.166667
1503960366,26-04-2016,01:00:00 AM,42,0.7
1503960366,26-04-2016,02:00:00 AM,60,1
1503960366,26-04-2016,03:00:00 AM,9,0.15
1503960366,26-04-2016,04:00:00 AM,22,0.366667
1503960366,26-04-2016,05:00:00 AM,5,0.083333
1503960366,26-04-2016,06:00:00 AM,72,1.2
1503960366,26-04-2016,07:00:00 AM,15,0.25
1503960366,26-04-2016,08:00:00 AM,26,0.433333
1503960366,26-04-2016,09:00:00 AM,14,0.233333
1503960366,26-04-2016,10:00:00 AM,9,0.15
1503960366,26-04-2016,11:00:00 AM,21,0.35
1503960366,27-04-2016,12:00:00 PM,10,0.166667
1503960366,27-04-2016,01:00:00 AM,5,0.083333
1503960366,27-04-2016,02:00:00 AM,2,0.033333
1503960366,27-04-2016,03:00:00 AM,0,0
1503960366,27-04-2016,04:00:00 AM,0,0
1503960366,27-04-2016,05:00:00 AM,0,0
1503960366,27-04-2016,06:00:00 AM,0,0
1503960366,27-04-2016,07:00:00 AM,0,0
1503960366,27-04-2016,08:00:00 AM,0,0
1503960366,27-04-2016,09:00:00 AM,33,0.55
1503960366,27-04-2016,10:00:00 AM,27,0.45
1503960366,27-04-2016,11:00:00 AM,23,0.383333
1503960366,27-04-2016,12:00:00 PM,12,0.2
1503960366,27-04-2016,01:00:00 AM,13,0.216667
1503960366,27-04-2016,02:00:00 AM,35,0.583333
1503960366,27-04-2016,03:00:00 AM,6,0.1
1503960366,27-04-2016,04:00:00 AM,7,0.116667
1503960366,27-04-2016,05:00:00 AM,13,0.216667
1503960366,27-04-2016,06:00:00 AM,73,1.216667
1503960366,27-04-2016,07:00:00 AM,150,2.5
1503960366,27-04-2016,08:00:00 AM,70,1.166667
1503960366,27-04-2016,09:00:00 AM,20,0.333333
1503960366,27-04-2016,10:00:00 AM,0,0
1503960366,27-04-2016,11:00:00 AM,0,0
1503960366,28-04-2016,12:00:00 PM,0,0
1503960366,28-04-2016,01:00:00 AM,10,0.166667
1503960366,28-04-2016,02:00:00 AM,0,0
1503960366,28-04-2016,03:00:00 AM,0,0
1503960366,28-04-2016,04:00:00 AM,0,0
1503960366,28-04-2016,05:00:00 AM,0,0
1503960366,28-04-2016,06:00:00 AM,0,0
1503960366,28-04-2016,07:00:00 AM,1,0.016667
1503960366,28-04-2016,08:00:00 AM,11,0.183333
1503960366,28-04-2016,09:00:00 AM,38,0.633333
1503960366,28-04-2016,10:00:00 AM,19,0.316667
1503960366,28-04-2016,11:00:00 AM,10,0.166667
1503960366,28-04-2016,12:00:00 PM,16,0.266667
1503960366,28-04-2016,01:00:00 AM,33,0.55
1503960366,28-04-2016,02:00:00 AM,47,0.783333
1503960366,28-04-2016,03:00:00 AM,5,0.083333
1503960366,28-04-2016,04:00:00 AM,10,0.166667
1503960366,28-04-2016,05:00:00 AM,11,0.183333
1503960366,28-04-2016,06:00:00 AM,56,0.933333
1503960366,28-04-2016,07:00:00 AM,1,0.016667
1503960366,28-04-2016,08:00:00 AM,50,0.833333
1503960366,28-04-2016,09:00:00 AM,21,0.35
1503960366,28-04-2016,10:00:00 AM,2,0.033333
1503960366,28-04-2016,11:00:00 AM,48,0.8
1503960366,29-04-2016,12:00:00 PM,9,0.15
1503960366,29-04-2016,01:00:00 AM,0,0
1503960366,29-04-2016,02:00:00 AM,4,0.066667
1503960366,29-04-2016,03:00:00 AM,0,0
1503960366,29-04-2016,04:00:00 AM,0,0
1503960366,29-04-2016,05:00:00 AM,0,0
1503960366,29-04-2016,06:00:00 AM,0,0
1503960366,29-04-2016,07:00:00 AM,3,0.05
1503960366,29-04-2016,08:00:00 AM,13,0.216667
1503960366,29-04-2016,09:00:00 AM,33,0.55
1503960366,29-04-2016,10:00:00 AM,4,0.066667
1503960366,29-04-2016,11:00:00 AM,4,0.066667
1503960366,29-04-2016,12:00:00 PM,6,0.1
1503960366,29-04-2016,01:00:00 AM,6,0.1
1503960366,29-04-2016,02:00:00 AM,56,0.933333
1503960366,29-04-2016,03:00:00 AM,23,0.383333
1503960366,29-04-2016,04:00:00 AM,10,0.166667
1503960366,29-04-2016,05:00:00 AM,9,0.15
1503960366,29-04-2016,06:00:00 AM,5,0.083333
1503960366,29-04-2016,07:00:00 AM,11,0.183333
1503960366,29-04-2016,08:00:00 AM,16,0.266667
1503960366,29-04-2016,09:00:00 AM,20,0.333333
1503960366,29-04-2016,10:00:00 AM,27,0.45
1503960366,29-04-2016,11:00:00 AM,56,0.933333
1503960366,30-04-2016,12:00:00 PM,1,0.016667
1503960366,30-04-2016,01:00:00 AM,7,0.116667
1503960366,30-04-2016,02:00:00 AM,0,0
1503960366,30-04-2016,03:00:00 AM,1,0.016667
1503960366,30-04-2016,04:00:00 AM,0,0
1503960366,30-04-2016,05:00:00 AM,0,0
1503960366,30-04-2016,06:00:00 AM,0,0
1503960366,30-04-2016,07:00:00 AM,0,0
1503960366,30-04-2016,08:00:00 AM,3,0.05
1503960366,30-04-2016,09:00:00 AM,11,0.183333
1503960366,30-04-2016,10:00:00 AM,17,0.283333
1503960366,30-04-2016,11:00:00 AM,7,0.116667
1503960366,30-04-2016,12:00:00 PM,4,0.066667
1503960366,30-04-2016,01:00:00 AM,11,0.183333
1503960366,30-04-2016,02:00:00 AM,22,0.366667
1503960366,30-04-2016,03:00:00 AM,26,0.433333
1503960366,30-04-2016,04:00:00 AM,99,1.65
1503960366,30-04-2016,05:00:00 AM,55,0.916667
1503960366,30-04-2016,06:00:00 AM,71,1.183333
1503960366,30-04-2016,07:00:00 AM,4,0.066667
1503960366,30-04-2016,08:00:00 AM,5,0.083333
1503960366,30-04-2016,09:00:00 AM,22,0.366667
1503960366,30-04-2016,10:00:00 AM,47,0.783333
1503960366,30-04-2016,11:00:00 AM,28,0.466667
1503960366,05-01-2016,12:00:00 AM,9,0.15
1503960366,05-01-2016,01:00:00 AM,8,0.133333
1503960366,05-01-2016,02:00:00 AM,2,0.033333
1503960366,05-01-2016,03:00:00 AM,1,0.016667
1503960366,05-01-2016,04:00:00 AM,0,0
1503960366,05-01-2016,05:00:00 AM,0,0
1503960366,05-01-2016,06:00:00 AM,0,0
1503960366,05-01-2016,07:00:00 AM,3,0.05
1503960366,05-01-2016,08:00:00 AM,6,0.1
1503960366,05-01-2016,09:00:00 AM,12,0.2
1503960366,05-01-2016,10:00:00 AM,6,0.1
1503960366,05-01-2016,11:00:00 AM,10,0.166667
1503960366,05-01-2016,12:00:00 PM,10,0.166667
1503960366,05-01-2016,01:00:00 PM,5,0.083333
1503960366,05-01-2016,02:00:00 PM,25,0.416667
1503960366,05-01-2016,03:00:00 PM,21,0.35
1503960366,05-01-2016,04:00:00 PM,23,0.383333
1503960366,05-01-2016,05:00:00 PM,33,0.55
1503960366,05-01-2016,06:00:00 PM,70,1.166667
1503960366,05-01-2016,07:00:00 PM,14,0.233333
1503960366,05-01-2016,08:00:00 PM,6,0.1
1503960366,05-01-2016,09:00:00 PM,25,0.416667
1503960366,05-01-2016,10:00:00 PM,50,0.833333
1503960366,05-01-2016,11:00:00 PM,76,1.266667
1503960366,05-02-2016,12:00:00 AM,0,0
1503960366,05-02-2016,01:00:00 AM,7,0.116667
1503960366,05-02-2016,02:00:00 AM,0,0
1503960366,05-02-2016,03:00:00 AM,1,0.016667
1503960366,05-02-2016,04:00:00 AM,0,0
1503960366,05-02-2016,05:00:00 AM,0,0
1503960366,05-02-2016,06:00:00 AM,0,0
1503960366,05-02-2016,07:00:00 AM,3,0.05
1503960366,05-02-2016,08:00:00 AM,12,0.2
1503960366,05-02-2016,09:00:00 AM,30,0.5
1503960366,05-02-2016,10:00:00 AM,19,0.316667
1503960366,05-02-2016,11:00:00 AM,16,0.266667
1503960366,05-02-2016,12:00:00 PM,64,1.066667
1503960366,05-02-2016,01:00:00 PM,21,0.35
1503960366,05-02-2016,02:00:00 PM,13,0.216667
1503960366,05-02-2016,03:00:00 PM,11,0.183333
1503960366,05-02-2016,04:00:00 PM,24,0.4
1503960366,05-02-2016,05:00:00 PM,12,0.2
1503960366,05-02-2016,06:00:00 PM,9,0.15
1503960366,05-02-2016,07:00:00 PM,13,0.216667
1503960366,05-02-2016,08:00:00 PM,105,1.75
1503960366,05-02-2016,09:00:00 PM,25,0.416667
1503960366,05-02-2016,10:00:00 PM,28,0.466667
1503960366,05-02-2016,11:00:00 PM,17,0.283333
1503960366,05-03-2016,12:00:00 AM,3,0.05
1503960366,05-03-2016,01:00:00 AM,6,0.1
1503960366,05-03-2016,02:00:00 AM,1,0.016667
1503960366,05-03-2016,03:00:00 AM,5,0.083333
1503960366,05-03-2016,04:00:00 AM,0,0
1503960366,05-03-2016,05:00:00 AM,0,0
1503960366,05-03-2016,06:00:00 AM,2,0.033333
1503960366,05-03-2016,07:00:00 AM,3,0.05
1503960366,05-03-2016,08:00:00 AM,11,0.183333
1503960366,05-03-2016,09:00:00 AM,24,0.4
1503960366,05-03-2016,10:00:00 AM,25,0.416667
